index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,都道府県
3441,128,92000,8,0,0,0,1,愛知県
3442,189.1,23000,7,0,1,0,1,大阪府
3443,267.3,35000,3,0,1,0,1,広島県
3444,296.3,55000,3,0,1,1,1,新潟県
3445,179.7,63000,6,0,1,0,1,茨城県
3446,125.5,57000,11,0,0,1,1,大阪府
3447,275.7,45000,3,0,1,1,1,広島県
3448,273,49000,4,0,1,1,1,神奈川県
3449,119.1,71000,9,0,1,0,1,大阪府
3450,289.8,17000,3,0,1,1,1,滋賀県
3451,293.4,20000,3,0,1,1,1,滋賀県
3452,172,11000,9,0,1,0,1,東京都
3453,134.4,38000,10,0,1,0,1,愛知県
3454,100,74000,11,0,1,0,1,神奈川県
3455,293.3,19000,3,0,1,1,1,広島県
3456,115.3,111000,7,0,1,0,1,滋賀県
3457,284.4,20000,3,0,1,1,1,福岡県
3458,98.2,51000,10,1,1,0,1,埼玉県
3459,178.7,77000,7,0,1,1,1,広島県
3460,257.4,10000,3,0,1,0,1,富山県
3461,301,21000,3,0,1,1,1,埼玉県
3462,196.6,30000,6,0,1,0,1,滋賀県
3463,196.1,17000,7,0,1,0,1,新潟県
3464,154,67000,10,0,1,1,1,奈良県
3465,219.6,45000,5,0,1,1,1,群馬県
3466,306.4,30000,3,0,1,1,1,福島県
3467,305.4,22000,3,0,1,1,1,富山県
3468,292.7,36000,2,0,1,1,1,滋賀県
3469,64.6,63000,16,0,1,0,1,京都府
3470,141.8,173000,7,0,1,1,1,茨城県
3471,70,72000,14,0,1,0,1,兵庫県
3472,169.8,46000,9,0,1,1,1,埼玉県
3473,180.3,58000,8,0,0,1,1,埼玉県
3474,303.4,13000,4,0,1,1,1,福島県
3475,269.5,16000,3,0,1,0,1,埼玉県
3476,303.3,17000,3,0,1,1,1,埼玉県
3477,154.8,55000,9,0,1,1,1,茨城県
3478,85.5,122000,10,1,1,1,1,滋賀県
3479,113.1,92000,11,0,1,1,1,岡山県
3480,173.1,55000,7,0,1,0,1,広島県
3481,48.8,95000,15,1,1,0,1,鹿児島県
3482,197.1,30000,6,0,1,1,1,神奈川県
3483,137.9,116000,8,0,1,1,1,山口県
3484,118.8,82000,10,0,1,0,1,茨城県
3485,179.8,32000,8,0,1,0,1,埼玉県
3486,134.8,29000,10,0,1,0,1,茨城県
3487,299.5,12000,3,0,1,1,1,埼玉県
3488,159.8,57000,10,0,1,1,1,宮城県
3489,336.5,500,1,0,1,1,1,新潟県
3490,221.4,40000,3,1,1,0,1,大阪府
3491,288.5,16000,4,0,1,1,1,鹿児島県
3492,248.4,16000,5,0,1,1,1,群馬県
3493,139.8,43000,10,1,1,1,1,福岡県
3494,44.4,98000,17,0,1,0,1,神奈川県
3495,32.8,155000,19,0,0,0,1,千葉県
3496,199.2,22000,7,0,1,0,1,静岡県
3497,165.5,80000,8,0,1,1,1,滋賀県
3498,308.5,31000,3,0,1,1,1,茨城県
3499,144.1,46000,11,0,1,0,1,埼玉県
3500,307.5,29000,4,0,1,1,1,鹿児島県
3501,177.8,37000,9,0,1,1,1,埼玉県
3502,165.5,55000,9,0,1,1,1,埼玉県
3503,316,39000,2,0,1,1,1,福島県
3504,75.2,71000,13,0,1,0,1,神奈川県
3505,129,81000,9,0,1,0,1,兵庫県
3506,287.5,41000,4,0,1,1,1,鹿児島県
3507,163.6,30000,9,0,1,1,1,埼玉県
3508,175.9,73000,6,0,1,0,1,山口県
3509,289.8,12000,3,0,1,0,1,宮城県
3510,295.4,6000,3,0,1,1,1,茨城県
3511,331.2,30000,4,0,1,1,1,新潟県
3512,189.4,42000,8,0,1,1,1,鹿児島県
3513,172.2,72000,7,0,1,1,0,埼玉県
3514,358.3,21000,3,0,1,1,1,千葉県
3515,169,94000,7,0,1,1,1,大阪府
3516,159.4,42000,10,0,1,0,0,茨城県
3517,97.2,130000,9,0,1,1,1,兵庫県
3518,334.7,12000,2,0,1,1,1,岐阜県
3519,318.5,11000,4,0,1,1,1,鹿児島県
3520,281.1,19000,3,0,1,0,1,新潟県
3521,313.4,38000,4,0,1,1,1,福島県
3522,306.5,27000,4,0,1,1,1,鹿児島県
3523,219.4,50000,5,0,1,1,1,鹿児島県
3524,325.6,9,1,0,1,0,1,愛知県
3525,129.8,81000,9,0,1,0,1,宮城県
3526,308.9,53000,4,0,1,1,1,福島県
3527,297.4,13000,4,0,1,0,1,福島県
3528,217.6,59000,7,0,1,1,1,群馬県
3529,205.5,63000,7,0,1,1,1,群馬県
3530,124.6,68000,9,0,1,0,0,福岡県
3531,94,43000,19,0,1,0,1,岐阜県
3532,99,30000,14,0,1,0,1,兵庫県
3533,166.3,90000,6,0,1,0,1,石川県
3534,127.4,84000,10,0,1,0,1,兵庫県
3535,160,60000,9,0,1,0,1,滋賀県
3536,211.5,42000,8,0,1,1,1,鹿児島県
3537,208.7,10000,5,1,0,0,0,福島県
3538,166,23000,9,0,0,0,1,千葉県
3539,69.8,93000,12,0,1,0,1,新潟県
3540,178,5000,11,0,1,0,1,兵庫県
3541,146.8,82000,9,0,1,0,1,福岡県
3542,94,48000,20,0,1,0,1,岐阜県
3543,187.3,18000,9,0,1,0,1,愛知県
3544,118.8,118000,10,0,0,0,1,岩手県
3545,99.8,66000,13,0,1,0,1,愛知県
3546,199.8,18000,11,0,0,1,1,茨城県
3547,59.8,171000,10,1,1,0,1,大阪府
3548,63.4,157000,15,0,1,0,1,秋田県
3549,84,72000,20,0,1,0,1,岐阜県
3550,99.8,48000,16,0,1,0,1,香川県
3551,94.8,50000,16,0,1,0,1,愛知県
3552,94.8,51000,18,0,1,0,1,愛知県
3553,131.5,97000,10,0,0,0,1,滋賀県
3554,250.2,48000,8,0,1,0,1,岩手県
3555,231.5,70000,7,0,0,1,1,滋賀県
3556,90.7,81000,15,0,1,0,1,滋賀県
3557,72.8,148000,15,0,1,0,1,山梨県
3558,173,24000,5,0,1,0,1,山形県
3559,156.4,42000,6,0,1,0,1,鳥取県
3560,146.8,43000,7,0,1,0,1,福島県
3561,115.1,99000,8,0,1,0,1,北海道
3562,185.1,27000,5,0,1,1,1,奈良県
3563,160.9,29000,6,0,1,0,1,東京都
3564,60.1,117000,11,0,1,0,1,山形県
3565,155.1,53000,6,0,1,0,1,岐阜県
3566,158.7,48000,5,0,1,1,1,京都府
3567,145,58000,7,0,1,0,1,栃木県
3568,270.2,9000,2,0,1,1,1,兵庫県
3569,127.6,49000,10,0,1,1,1,神奈川県
3570,168,41000,5,0,1,0,1,山形県
3571,119.1,77000,8,0,1,0,1,兵庫県
3572,256.8,2000,1,0,1,0,1,兵庫県
3573,134.7,44000,7,1,1,0,1,福岡県
3574,122,62000,11,0,1,1,1,岩手県
3575,205.6,46000,4,0,1,1,1,愛媛県
3576,170,45000,5,0,1,0,1,奈良県
3577,120.1,73000,8,0,1,0,1,山口県
3578,104,72000,9,0,1,0,1,愛知県
3579,216.5,18000,5,0,1,0,1,宮城県
3580,175.7,42000,5,0,1,0,1,京都府
3581,155.6,73000,7,0,1,1,1,福岡県
3582,122.1,49000,11,0,0,1,1,大阪府
3583,263.2,8000,2,0,1,1,1,東京都
3584,119,46000,9,0,1,0,1,愛知県
3585,195.8,34000,6,0,1,1,1,東京都
3586,206.1,20000,4,0,1,1,1,神奈川県
3587,212.6,29000,5,0,1,1,1,京都府
3588,282.8,26000,2,0,1,1,1,京都府
3589,171.9,32000,7,0,1,0,1,静岡県
3590,115.5,73000,10,0,1,1,1,奈良県
3591,213,29000,4,0,1,1,1,京都府
3592,255.9,10000,3,0,1,0,1,神奈川県
3593,247.2,51000,3,0,1,1,1,徳島県
3594,204.7,38000,5,0,1,1,1,京都府
3595,116.5,102000,8,0,1,1,1,兵庫県
3596,257.7,35000,3,0,1,1,1,山口県
3597,69.5,113000,10,0,1,0,1,新潟県
3598,273.7,31000,1,0,1,1,1,神奈川県
3599,274.9,7000,3,0,1,1,1,京都府
3600,178.7,47000,5,0,1,0,1,和歌山県
3601,255.9,22000,3,0,1,0,1,神奈川県
3602,164.1,58000,6,0,1,0,1,山口県
3603,195.9,32000,5,0,1,0,1,栃木県
3604,185.7,19000,5,0,1,0,1,京都府
3605,225.7,69000,3,1,1,1,1,福岡県
3606,285.8,11000,3,0,1,1,1,神奈川県
3607,53,101000,11,0,1,0,1,山形県
3608,241.5,31000,3,0,1,0,1,京都府
3609,290.7,10000,3,0,1,1,1,東京都
3610,169.2,43000,8,0,1,1,1,東京都
3611,258.3,18000,3,0,1,1,1,神奈川県
3612,190.7,51000,5,0,1,1,1,三重県
3613,281.6,37000,3,0,1,1,1,鳥取県
3614,274.9,22000,3,0,1,1,1,京都府
3615,248.2,12000,3,0,1,0,1,京都府
3616,143.3,73000,8,0,1,0,1,山口県
3617,257.6,22000,3,0,1,1,1,東京都
3618,283.3,32000,3,0,1,1,1,神奈川県
3619,281,4000,1,0,1,0,1,京都府
3620,263.4,14000,2,0,1,1,1,神奈川県
3621,274.9,28000,3,0,1,1,1,京都府
3622,182.2,32000,7,0,1,1,1,栃木県
3623,94.8,72000,11,0,1,0,1,宮城県
3624,232.4,84000,3,0,1,1,1,和歌山県
3625,296.1,20000,2,0,1,1,1,神奈川県
3626,256.7,43000,4,0,1,1,1,静岡県
3627,106.1,107000,11,0,1,1,1,福島県
3628,220,32000,4,0,1,1,1,千葉県
3629,280.3,27000,3,0,1,1,1,神奈川県
3630,97.6,90000,10,0,1,0,1,愛媛県
3631,245.2,23000,3,0,1,1,1,広島県
3632,228.4,33000,4,0,1,0,1,岡山県
3633,205.9,27000,5,0,1,1,1,神奈川県
3634,238.3,73000,3,0,1,1,1,兵庫県
3635,278.3,21000,3,0,1,1,1,神奈川県
3636,278.3,37000,3,0,1,1,1,神奈川県
3637,89.4,65000,10,1,1,0,1,兵庫県
3638,247.3,25000,4,0,1,0,1,長崎県
3639,282.9,31000,2,0,1,1,1,京都府
3640,214.7,30000,5,0,1,1,1,京都府
3641,301.4,13000,2,0,1,1,1,神奈川県
3642,243.3,35000,3,0,1,0,1,香川県
3643,275.3,42000,3,0,1,1,1,神奈川県
3644,266.1,22000,2,0,1,1,1,神奈川県
3645,238.3,28000,2,0,1,0,1,神奈川県
3646,293,29000,1,0,1,1,1,山口県
3647,291.7,4000,2,0,1,1,1,千葉県
3648,237.8,20000,3,0,1,0,1,大阪府
3649,231.9,15000,5,0,1,1,1,福岡県
3650,147.2,74000,7,0,1,0,1,山口県
3651,210.1,29000,7,0,1,0,1,千葉県
3652,236,29000,4,0,1,0,1,福岡県
3653,180.6,69000,5,0,1,1,1,岡山県
3654,284,17000,3,0,1,1,1,愛知県
3655,283.3,31000,3,0,1,1,1,神奈川県
3656,291.5,16000,3,0,1,1,1,東京都
3657,330.7,24000,3,0,1,1,1,愛媛県
3658,266.6,31000,4,0,1,1,1,神奈川県
3659,187.9,24000,6,0,1,0,1,東京都
3660,153.8,78000,7,0,1,1,1,岩手県
3661,196.7,23000,7,0,1,1,1,神奈川県
3662,132.8,86000,7,0,1,0,1,長野県
3663,123.1,69000,11,0,1,1,1,千葉県
3664,255.9,9000,3,0,1,0,1,神奈川県
3665,245.8,24000,4,0,1,0,1,京都府
3666,50.7,59000,21,0,1,0,1,埼玉県
3667,74.2,129000,9,0,1,0,1,兵庫県
3668,197,29000,5,0,1,0,1,奈良県
3669,110.6,84000,11,0,1,1,1,栃木県
3670,250.9,25000,3,0,1,0,1,神奈川県
3671,272.9,25000,4,0,1,1,1,東京都
3672,283.9,22000,3,0,1,1,1,東京都
3673,303.3,24000,3,0,1,1,1,神奈川県
3674,250.3,5000,3,0,1,0,1,千葉県
3675,172.7,58000,7,0,1,0,1,山口県
3676,274.3,13000,2,0,1,1,1,宮城県
3677,208.1,28000,7,0,1,1,1,千葉県
3678,293.3,14000,3,0,1,1,1,神奈川県
3679,122.1,43000,10,0,1,0,1,福岡県
3680,285.9,14000,3,0,1,1,1,神奈川県
3681,195.6,22000,5,0,1,0,1,神奈川県
3682,268,11000,3,0,1,0,1,福島県
3683,306.4,11000,3,0,1,1,1,愛媛県
3684,277.7,30000,3,0,1,1,1,東京都
3685,275.3,39000,3,0,1,1,1,神奈川県
3686,142,52000,9,0,1,0,1,奈良県
3687,198.2,62000,5,0,1,1,1,神奈川県
3688,259.6,52000,4,0,1,1,1,鳥取県
3689,304.3,8000,2,0,1,1,1,岐阜県
3690,288.1,27000,3,0,1,1,1,栃木県
3691,293.3,13000,3,0,1,1,1,神奈川県
3692,197,34000,5,0,1,0,1,奈良県
3693,297.2,13000,2,0,1,1,1,京都府
3694,169.1,39000,8,0,1,0,1,千葉県
3695,200.8,39000,5,0,1,0,1,神奈川県
3696,132.7,27000,10,0,1,0,1,神奈川県
3697,281.5,21000,4,0,1,1,1,神奈川県
3698,290.3,4000,3,0,1,1,1,神奈川県
3699,301.9,11000,2,0,1,1,1,北海道
3700,285.6,10000,3,0,1,1,1,東京都
3701,313.3,8000,3,0,1,1,1,神奈川県
3702,146.6,40000,9,0,1,1,1,奈良県
3703,170,24000,7,1,1,0,1,奈良県
3704,284.2,27000,3,0,1,1,1,奈良県
3705,292.7,23000,2,0,1,1,1,京都府
3706,133.8,58000,9,0,1,0,1,東京都
3707,260.3,16000,4,0,1,0,1,千葉県
3708,181.4,55000,7,0,1,0,1,山形県
3709,147.2,25000,10,0,1,1,1,兵庫県
3710,195.7,22000,5,0,1,0,1,京都府
3711,311.1,36000,2,0,1,1,1,千葉県
3712,248.3,46000,4,0,1,1,1,千葉県
3713,285.3,23000,3,0,1,1,1,神奈川県
3714,306.6,10000,2,0,1,1,1,神奈川県
3715,304.1,29000,3,0,1,1,1,千葉県
3716,268.9,41000,4,0,1,1,1,京都府
3717,282.9,18000,4,0,1,1,1,東京都
3718,282.7,27000,3,0,1,1,1,東京都
3719,182.8,30000,6,0,1,0,1,宮城県
3720,288,29000,4,0,1,1,1,福島県
3721,311.2,41000,2,0,1,1,1,千葉県
3722,292.8,11000,3,0,1,1,1,東京都
3723,214.8,13000,4,0,1,0,1,奈良県
3724,286,31000,3,0,1,1,1,栃木県
3725,210.8,50000,5,0,1,1,1,神奈川県
3726,273.3,48000,3,0,1,1,1,神奈川県
3727,202.8,31000,7,0,1,1,1,神奈川県
3728,141.5,35000,9,1,1,0,1,北海道
3729,296.1,39000,2,0,1,1,1,神奈川県
3730,286.9,9000,2,0,1,1,1,千葉県
3731,269.8,66000,3,0,1,1,1,山口県
3732,298.1,17000,2,0,1,1,1,神奈川県
3733,295.7,50000,2,0,1,1,1,宮城県
3734,284.3,15000,3,0,1,1,1,神奈川県
3735,291.1,27000,3,0,1,1,1,神奈川県
3736,248.4,26000,4,0,1,0,1,三重県
3737,189.2,35000,5,0,1,0,1,神奈川県
3738,172.9,39000,8,0,1,0,1,福岡県
3739,257.5,12000,3,0,1,0,1,京都府
3740,285.2,572,1,0,1,0,1,千葉県
3741,270.1,24000,4,0,1,1,1,宮城県
3742,206.2,28000,5,0,1,1,1,神奈川県
3743,292.8,11000,3,0,1,1,1,神奈川県
3744,303.5,11000,2,0,1,1,1,神奈川県
3745,257.6,23000,4,0,1,0,1,千葉県
3746,305.1,27000,3,0,1,1,1,千葉県
3747,182.2,60000,5,0,1,0,1,鳥取県
3748,293,12000,3,0,1,1,1,神奈川県
3749,295.9,33000,2,0,1,1,1,山形県
3750,270.1,34000,4,0,1,1,1,宮城県
3751,266.9,65000,3,0,1,1,1,宮城県
3752,288.1,10000,3,0,1,1,1,神奈川県
3753,208.1,24000,5,0,1,0,1,千葉県
3754,193.5,65000,5,0,1,1,1,福岡県
3755,214.2,35000,5,0,1,0,1,愛媛県
3756,198.1,60000,7,0,1,1,1,千葉県
3757,303.1,10000,2,0,1,1,1,神奈川県
3758,296.1,33000,2,0,1,1,1,栃木県
3759,307.4,12000,1,0,1,1,1,京都府
3760,303.1,17000,2,0,1,1,1,神奈川県
3761,179.1,29000,8,0,1,0,1,千葉県
3762,193.2,53000,7,0,1,1,1,栃木県
3763,312.9,14000,2,0,1,1,1,千葉県
3764,206.3,48000,6,0,1,1,1,福岡県
3765,303.1,10000,2,0,1,1,1,神奈川県
3766,249.1,81000,3,0,1,1,1,千葉県
3767,255.8,49000,3,0,1,1,1,宮城県
3768,224.1,18000,5,0,1,0,1,千葉県
3769,264.3,22000,4,0,1,0,1,千葉県
3770,171.1,49000,7,0,1,0,1,三重県
3771,301.1,22000,2,0,1,1,1,神奈川県
3772,327.3,4000,2,0,1,1,1,千葉県
3773,293.5,17000,3,0,1,1,1,福岡県
3774,312.1,21000,3,0,1,1,1,千葉県
3775,208.1,51000,5,0,1,1,1,千葉県
3776,296.5,52000,3,0,1,1,1,愛媛県
3777,255.1,82000,4,0,1,1,1,宮城県
3778,227.2,50000,4,0,1,1,1,京都府
3779,129.6,66000,11,0,1,0,1,山口県
3780,185.8,60000,6,0,1,0,1,愛媛県
3781,167,69000,8,0,1,0,1,福島県
3782,280.9,14000,3,0,1,0,1,千葉県
3783,221.1,17000,5,0,1,0,1,千葉県
3784,174.4,76000,7,0,1,1,1,千葉県
3785,312.1,17000,3,0,1,1,1,千葉県
3786,295.9,41000,3,0,1,1,1,千葉県
3787,293.9,12000,4,0,1,1,1,東京都
3788,193.9,40000,6,0,1,0,1,宮城県
3789,292.8,15000,3,0,1,1,1,東京都
3790,298.1,22000,3,0,1,1,1,千葉県
3791,199.8,16000,6,0,1,0,1,茨城県
3792,275.9,51000,3,0,1,1,1,栃木県
3793,156.6,23000,9,0,1,0,1,京都府
3794,214.2,22000,5,0,1,0,1,神奈川県
3795,180.8,53000,6,0,1,0,1,宮城県
3796,248.2,15000,3,1,1,1,1,大阪府
3797,196.2,49000,5,0,1,0,1,神奈川県
3798,119.9,97000,8,0,1,0,1,静岡県
3799,303.1,30000,3,0,1,1,1,千葉県
3800,162.1,43000,9,0,1,0,1,神奈川県
3801,305.7,16000,4,0,1,1,1,千葉県
3802,199.6,34000,8,0,1,1,1,香川県
3803,185.3,42000,8,0,1,0,1,千葉県
3804,305.1,27000,3,0,1,1,1,千葉県
3805,314.1,4000,1,0,1,0,1,千葉県
3806,272.1,54000,4,0,1,1,1,福岡県
3807,319.1,14000,3,0,1,1,1,千葉県
3808,209.1,23000,6,0,1,0,1,千葉県
3809,292.6,21000,4,0,1,1,1,宮城県
3810,192.6,49000,7,0,1,0,1,大阪府
3811,237.3,32000,6,0,1,1,1,千葉県
3812,300.1,38000,3,0,1,1,1,千葉県
3813,333.8,7000,1,0,1,1,1,神奈川県
3814,328.3,35000,3,0,1,1,1,千葉県
3815,300.1,32000,3,0,1,1,1,千葉県
3816,193.1,53000,4,0,1,0,1,神奈川県
3817,288.7,50000,4,0,1,1,1,千葉県
3818,303.5,37000,3,0,1,1,1,福島県
3819,229.1,17000,5,0,1,0,1,千葉県
3820,187.9,71000,7,0,1,1,1,宮城県
3821,316.1,19000,3,0,1,1,1,千葉県
3822,306.1,19000,2,0,1,1,1,千葉県
3823,275.8,67000,3,0,1,1,1,千葉県
3824,309.9,25000,2,0,1,1,1,千葉県
3825,162.1,38000,9,0,1,0,1,千葉県
3826,188.6,22000,8,0,1,0,1,千葉県
3827,258.3,36000,4,0,1,0,1,三重県
3828,69.9,202000,11,0,1,1,1,神奈川県
3829,262.9,33000,3,0,1,0,1,千葉県
3830,211,39000,5,0,1,0,1,広島県
3831,180.1,21000,8,0,1,0,1,千葉県
3832,310.1,35000,3,0,1,1,1,千葉県
3833,306.1,36000,3,0,1,1,1,千葉県
3834,213.2,45000,7,0,1,1,1,神奈川県
3835,184.8,48000,8,0,1,0,1,山形県
3836,316.1,12000,3,0,1,1,1,千葉県
3837,336.4,12000,2,0,1,1,1,長野県
3838,348.2,32000,3,0,1,1,1,千葉県
3839,318.2,26000,3,0,1,1,1,長野県
3840,305.7,57000,3,0,1,1,1,山形県
3841,134,133000,8,0,1,0,1,山形県
3842,154,71000,10,0,1,1,1,宮城県
3843,168,17000,9,0,1,0,1,神奈川県
3844,316.1,17000,3,0,1,1,1,千葉県
3845,271.6,71000,4,0,1,1,1,千葉県
3846,166.5,37000,10,0,1,1,1,大阪府
3847,184.8,53000,8,0,1,0,1,山形県
3848,272.6,45000,4,0,1,0,1,長野県
3849,177.8,67000,8,0,1,0,1,山形県
3850,184.8,60000,8,0,1,0,1,山形県
3851,250.1,28000,5,0,1,1,1,千葉県
3852,177.8,94000,8,0,1,1,1,山形県
3853,167.8,86000,8,0,1,0,1,山形県
3854,204.1,65000,5,0,1,0,1,千葉県
3855,110,135000,11,0,1,1,1,千葉県
3856,336.4,13000,3,0,1,1,1,千葉県
3857,200.8,71000,6,0,1,0,1,山形県
3858,103.9,127000,11,0,1,0,1,千葉県
3859,239.5,14000,2,1,1,1,1,埼玉県
3860,90,30000,10,0,1,0,1,山形県
3861,81.7,129000,8,0,1,1,1,岩手県
3862,110.4,41000,10,0,1,0,1,神奈川県
3863,248,45000,3,0,1,1,1,千葉県
3864,159.8,106000,3,0,1,1,1,群馬県
3865,116.7,74000,8,0,1,0,1,栃木県
3866,90.3,83000,11,0,1,1,1,大阪府
3867,194.9,2000,2,0,1,0,1,千葉県
3868,210,14000,4,0,1,1,1,静岡県
3869,100,56000,5,0,1,1,1,静岡県
3870,110,42000,6,0,1,0,1,静岡県
3871,112,33000,8,0,1,0,1,福岡県
3872,79,31000,11,0,1,0,1,静岡県
3873,115.1,67000,8,1,1,1,1,埼玉県
3874,99.8,67000,11,0,1,1,1,兵庫県
3875,212.6,9000,2,1,1,1,1,埼玉県
3876,150.3,36000,8,0,1,0,1,滋賀県
3877,110,51000,7,0,1,1,1,静岡県
3878,74.2,29000,12,0,1,0,1,埼玉県
3879,296.8,11000,1,0,1,1,1,兵庫県
3880,133,16000,9,0,1,0,1,山形県
3881,129.8,57000,8,0,1,0,1,茨城県
3882,107.7,88000,9,0,1,1,1,鹿児島県
3883,135.4,12000,7,1,1,1,1,埼玉県
3884,145.1,28000,7,1,1,1,1,埼玉県
3885,105.5,68000,10,1,1,1,1,埼玉県
3886,92.9,73000,10,0,1,0,1,愛知県
3887,138.2,37000,10,0,1,1,1,埼玉県
3888,161.3,28000,5,1,1,1,1,埼玉県
3889,149,56000,8,0,1,1,1,新潟県
3890,154.2,58000,6,0,1,0,1,神奈川県
3891,122.6,72000,7,1,1,1,1,大阪府
3892,285,20000,2,0,1,1,1,愛媛県
3893,132,50000,7,1,1,0,1,埼玉県
3894,80.8,123000,8,1,1,0,1,新潟県
3895,118.7,45000,10,0,1,0,1,新潟県
3896,89.9,56000,10,1,1,0,1,埼玉県
3897,126.3,52000,7,1,1,0,1,埼玉県
3898,118,52000,8,0,0,0,1,新潟県
3899,104.9,43000,11,0,1,0,1,東京都
3900,119.5,69000,11,0,1,1,1,高知県
3901,259.8,35000,3,0,1,1,1,福岡県
3902,145.9,40000,8,0,1,1,1,山口県
3903,118.1,47000,9,0,1,0,1,広島県
3904,144.9,41000,9,0,1,1,1,岐阜県
3905,143,12000,10,0,1,1,1,山口県
3906,119.8,73000,9,0,1,0,1,福岡県
3907,93.9,60000,9,1,1,0,1,愛知県
3908,99.8,32000,11,0,1,0,1,兵庫県
3909,111.4,58000,10,1,1,1,1,埼玉県
3910,114.6,55000,9,0,1,0,1,神奈川県
3911,269,34000,3,0,1,1,1,愛知県
3912,117.4,41000,9,0,1,0,1,神奈川県
3913,146.7,39000,5,0,1,0,1,埼玉県
3914,89.8,74000,11,1,0,0,1,青森県
3915,235,7000,3,1,1,1,1,静岡県
3916,179.6,34000,8,0,1,0,1,北海道
3917,168.6,62000,6,0,1,1,1,兵庫県
3918,97.9,81000,10,0,1,0,1,山口県
3919,77.8,67000,11,1,0,0,1,千葉県
3920,155.9,38000,8,0,1,1,1,埼玉県
3921,124.9,63000,10,0,1,1,1,埼玉県
3922,99.5,96000,11,0,1,1,1,千葉県
3923,127.4,45000,8,0,0,0,1,新潟県
3924,173.3,46000,5,0,1,0,1,茨城県
3925,252.3,8,1,0,1,1,1,奈良県
3926,184.9,55000,8,0,1,1,1,秋田県
3927,52.7,88000,11,0,1,0,1,大阪府
3928,126,70000,8,0,1,0,1,愛知県
3929,149.8,66000,8,0,1,1,1,熊本県
3930,110,58000,10,1,1,1,1,大阪府
3931,258.1,59000,3,0,1,1,1,岐阜県
3932,121.6,84000,9,0,1,1,1,埼玉県
3933,142.8,86000,7,0,1,0,1,岩手県
3934,179.6,31000,5,0,1,0,1,埼玉県
3935,289.5,18000,2,0,1,1,1,福岡県
3936,168.7,18000,6,0,1,0,1,埼玉県
3937,82.5,39000,12,0,1,0,1,神奈川県
3938,122.7,95000,8,0,1,1,1,千葉県
3939,265,16000,2,1,1,1,1,兵庫県
3940,229.5,26000,4,0,1,0,0,広島県
3941,92,85000,10,0,0,0,1,大阪府
3942,64.8,96000,10,1,1,0,1,大阪府
3943,269.7,21000,4,0,1,1,1,福岡県
3944,273,12000,2,0,1,1,1,福島県
3945,109.6,47000,11,0,1,0,1,神奈川県
3946,274,43000,4,0,1,1,1,愛知県
3947,119.8,30000,10,0,1,0,1,新潟県
3948,252.2,13,1,0,1,1,1,奈良県
3949,273,20000,4,0,1,1,1,大阪府
3950,95,91000,11,0,1,0,1,北海道
3951,158,59000,8,0,1,0,1,岡山県
3952,276.9,25000,2,0,1,1,1,兵庫県
3953,100,47000,9,1,1,0,1,大阪府
3954,135.9,35000,11,0,1,1,1,神奈川県
3955,194.1,33000,4,0,1,0,1,広島県
3956,164.8,29000,5,0,1,0,1,埼玉県
3957,289.7,11000,3,0,0,1,1,大阪府
3958,245.2,14000,4,0,1,0,1,埼玉県
3959,181.3,49000,7,0,1,1,1,埼玉県
3960,198.2,22000,6,0,1,1,1,埼玉県
3961,110,64000,10,0,1,0,1,福島県
3962,116.6,70000,11,0,1,0,1,愛媛県
3963,135.7,34000,9,0,1,0,1,北海道
3964,172.2,33000,7,0,1,0,1,千葉県
3965,287.8,43000,4,0,1,1,1,三重県
3966,142.3,44000,7,1,1,0,1,埼玉県
3967,160.4,8000,8,0,1,0,1,神奈川県
3968,99.9,93000,9,0,1,0,1,広島県
3969,249,18000,3,1,1,1,1,京都府
3970,184.9,15000,6,0,1,0,1,埼玉県
3971,189.3,47000,6,0,1,0,1,広島県
3972,173.2,34000,7,0,1,0,1,愛知県
3973,257.7,10,1,0,1,1,1,広島県
3974,193,62000,5,0,1,1,1,福岡県
3975,146.3,41000,6,1,1,0,1,埼玉県
3976,187.6,29000,7,0,1,1,1,大阪府
3977,279.8,17000,3,0,1,1,1,兵庫県
3978,286.5,26000,3,0,1,1,1,広島県
3979,149,79000,5,0,1,0,1,大阪府
3980,180.5,11000,5,0,1,0,1,埼玉県
3981,183,59000,6,0,1,1,1,広島県
3982,133.8,55000,10,0,1,0,1,大阪府
3983,176.3,58000,6,0,1,0,1,鹿児島県
3984,278,26000,3,0,1,1,1,広島県
3985,82.5,52000,11,0,1,0,1,神奈川県
3986,292.8,32000,3,0,1,1,1,長野県
3987,275.8,9000,2,0,1,0,1,新潟県
3988,123.6,55000,10,0,1,0,1,愛知県
3989,131.7,7000,10,0,1,0,1,埼玉県
3990,94.5,115000,10,0,1,1,1,千葉県
3991,168.3,33000,8,0,1,0,1,愛知県
3992,69.3,103000,11,0,1,0,1,新潟県
3993,193,42000,7,0,1,1,1,茨城県
3994,249.8,36000,4,0,1,1,1,新潟県
3995,286.9,42000,3,0,1,1,1,福島県
3996,264.8,27000,3,0,1,1,1,山口県
3997,285,6000,1,1,1,1,1,兵庫県
3998,276.1,31000,4,0,1,1,1,千葉県
3999,349.8,4,0,0,1,1,1,三重県
4000,245,48000,2,1,1,1,1,茨城県
4001,129.8,66000,8,1,1,1,1,埼玉県
4002,197,19000,5,0,1,0,1,岐阜県
